Node,Throughput,averageDelay,deliveryRatio,DropRatio
20,129323 0.0282552 0.866667 0.0666667
40,204140 0.0141222 0.977273 0.0227273
60,301254 0.010289 0.986399 0.013601
80,377808 0.00876781 0.988613 0.0108696
100,507576 0.00772292 0.991499 0.00850077
