Flow,Throughput,averageDelay,deliveryRatio,DropRatio
10,316074 0.0193224 0.989474 0.00990712
20,199588 0.0131803 0.979612 0.0203883
30,206739 0.0177385 0.920354 0.0442478
40,165946 0.0133957 0.976717 0.0232829
50,164363 0.0128439 0.976498 0.0235018
