Packet,Throughput,averageDelay,deliveryRatio,DropRatio
100,4.29399e+06 0.081794 0.972276 0.0227336
200,4.28779e+06 0.0823547 0.972238 0.0230428
300,4.29842e+06 0.0823729 0.972125 0.0228909
400,4.29441e+06 0.0841464 0.973808 0.0223045
500,4.29612e+06 0.0820774 0.972109 0.0228112
