Node,Throughput,averageDelay,deliveryRatio,DropRatio
20,4.29769e+06 0.0819067 0.97203 0.022893
40,4.29609e+06 0.0829825 0.972379 0.0228176
60,2692800 0.0671635 0.887287 0.078637
80,4.2965e+06 0.0830072 0.972291 0.022721
100,2.57951e+06 0.0667301 0.884817 0.0798429
