Flow,Throughput,averageDelay,deliveryRatio,DropRatio
10,4.20573e+06 0.0784255 0.984198 0.0110132
20,4.28997e+06 0.082797 0.97261 0.0228556
30,4.35905e+06 0.0867273 0.961656 0.0344828
40,4.3914e+06 0.0873984 0.9538 0.0421442
50,4.42273e+06 0.0874621 0.948506 0.047586
