Packet,Throughput,averageDelay,deliveryRatio,DropRatio
100,4.21075e+06 0.0855293 0.97257 0.0236592
200,4.21229e+06 0.083691 0.971848 0.0241032
300,4.21492e+06 0.0814743 0.971318 0.0235095
400,4.2148e+06 0.0813321 0.97159 0.0235183
500,4.20425e+06 0.0837259 0.97244 0.0241623
